a.id,a.firstname,a.lastname,a.gender,a.birthdate,a.deathdate,a.birthplace,a.deathplace,a.nationality
366,Johannes Carolus Bernardus,Sluijters,M,1881-01-01,1957-01-01,s Hertogenbosch,Amsterdam,NL
368,Ardengo,Soffici,M,1879-01-01,1964-01-01,Rignano sull'Arno,Forte dei Marmi,IT
369,Konstantin,Somov,M,1869-01-01,1939-01-01,Saint Petersburg,Paris,RU
370,Henrik,Sørensen,M,1882-01-01,1962-01-01,Fryksände,Christiania (Oslo),NO
371,Václav,Špála,M,1885-01-01,1946-01-01,Žlunice,Prague,CZ
372,Ėduard Karlovič,Spandikov,M,1875-01-01,1929-01-01,Kalvarija,,RU
373,Stanley,Spencer,M,1891-01-01,1959-01-01,Cookham,Cliveden,GB
374,Léon,Spilliaert,M,1881-01-01,1946-01-01,Ostend,Brussels,BE
375,Jacob,Steinhardt,M,1887-01-01,1968-01-01,Zerków,Nahariyya,IL
377,John,Sten,M,1879-01-01,1922-01-01,Njutångers socken,Bali,SE
378,Maurice,Sterne,M,1877-01-01,1957-01-01,Liepāja,Mount Kisco,US
380,Sergey,Sudyekin,M,1882-01-01,1946-01-01,Smolensk,Nyack,RU
381,Georg,Tappert,M,1880-01-01,1957-01-01,Berlin,Berlin,DE
382,Johan Thorn,Prikker,M,1868-01-01,1932-01-01,"Hague, The",Cologne,NL
383,Lajos,Tihanyi,M,1885-01-01,1938-01-01,Budapest,Paris,HU
384,Charley,Toorop,F,1891-01-01,1955-01-01,Katwijk aan Zee,"Bergen, North Holland",NL
385,Oluf,Wold-Torne,M,1867-01-01,1919-01-01,Son,Christiania (Oslo),NO
386,Henri de,Toulouse-Lautrec,M,1864-01-01,1901-01-01,Albi,Langon,FR
387,Albert,Trachsel,M,1863-01-01,1929-01-01,Nidau,Geneva,CH
388,John Henry,Twachtman,M,1853-01-01,1902-01-01,Cincinnati,Gloucester,US
389,Edgard,Tytgat,M,1879-01-01,1957-01-01,Brussels,Brussels,BE
390,Nikolay Pavlovic,Ul'yanov,M,1875-01-01,1949-01-01,Yelets,Moscow,RU
391,Petr Savvič,Utkin,M,1877-01-01,1934-01-01,Tambov,Saint Petersburg,RU
392,Maurice,Utrillo,M,1883-01-01,1955-01-01,Paris,Dax,FR
394,Félix,Vallotton,M,1865-01-01,1925-01-01,Lausanne,Paris,CH
395,Louis,Valtat,M,1869-01-01,1952-01-01,Dieppe,Paris,FR
397,Henry van de,Velde,M,1863-01-01,1957-01-01,Antwerp,Zurich,BE
398,Gustave van de,Woestijne,M,1881-01-01,1947-01-01,Ghent,Brussels,BE
400,Kees van,Dongen,M,1877-01-01,1968-01-01,Rotterdam,Monte Carlo,NL
401,Vincent van,Gogh,M,1853-01-01,1890-01-01,Zundert,Auvers-sur-Oise,NL
402,Jacoba van,Heemskerck van Beest,F,1876-01-01,1923-01-01,"Hague, The",Domburg,NL
403,Otto van,Rees,M,1884-01-01,1957-01-01,Freiburg im Breisgau,Utrecht,NL
404,Théo van,Rysselberghe,M,1862-01-01,1926-01-01,Ghent,"Saint-Clair, Var",BE
408,Jacques,Villon,M,1875-01-01,1963-01-01,Damville,Puteaux,FR
409,Albert Paris von,Gütersloh,M,1887-01-01,1973-01-01,Vienna,Baden bei Wien,AT
410,Ludwig von,Hofmann,M,1861-01-01,1945-01-01,Darmstadt,Pillnitz,DE
411,Hans von,Marées,M,1837-01-01,1887-01-01,Elberfeld,Rome,DE
412,Franz von,Stuck,M,1863-01-01,1928-01-01,Tettenweis,Munich,DE
413,Fritz von,Uhde,M,1848-01-01,1911-01-01,Limbach-Oberfrohna,Munich,DE
414,Marianne,Werefkin,F,1860-01-01,1938-01-01,Tula,Ascona,RU
415,Mikhail,Vrubel',M,1856-01-01,1910-01-01,Omsk,Saint Petersburg,RU
416,Edouard,Vuillard,M,1868-01-01,1940-01-01,Cuiseaux,"Baule, la",FR
417,Edward,Wadsworth,M,1889-01-01,1949-01-01,Cleckheaton,London,GB
419,Max,Weber,M,1881-01-01,1961-01-01,Białystok,Great Neck,US
420,Erik,Werenskiold,M,1855-01-01,1938-01-01,Eidskog,Christiania (Oslo),NO
421,James McNeill,Whistler,M,1834-01-01,1903-01-01,Lowell,London,US
422,Erich,Wichman,M,1890-01-01,1929-01-01,Utrecht,Amsterdam,NL
423,Alfred Aaron,Wolmark,M,1877-01-01,1961-01-01,Warsaw,London,GB
424,Rik,Wouters,M,1882-01-01,1916-01-01,Mechelen,Amsterdam,BE
425,Georgy,Yakulov,M,1884-01-01,1928-01-01,Tbilisi,Yerevan,GE
427,Kyril Mikhailovich,Zdanevich,M,1892-01-01,1969-01-01,Tbilisi,Tbilisi,RU
429,Anders,Zorn,M,1860-01-01,1920-01-01,Mora,Mora,SE
430,Jan,Zrzavý,M,1890-01-01,1977-01-01,Havlíčkův Brod,Prague,CZ
432,Jacob,Alberts,M,1860-01-01,1941-01-01,Silesia,Malente,DE
433,Hans,Baluschek,M,1870-01-01,1935-01-01,Breslau,Berlin,DE
434,Carl Ludwig Noah,Bantzer,M,1857-01-01,1941-01-01,Ziegenhain,Marburg,DE
435,Wilhelm Peter,Bayer,M,1871-01-01,1919-01-01,Karlsruhe,Mannheim,DE
436,Ernst,Bischoff-Culm,M,1870-01-01,1917-01-01,Chełmno,France,DE
437,Josef,Block,M,1863-01-01,1943-01-01,Bernstadt in Schlesien,Berlin,DE
438,"Gregor von, the elder",Bochmann,M,1850-01-01,1930-01-01,Estonia,Hösel,DE
440,Walther,Bondy,M,1880-01-01,1940-01-01,Prague,Toulon,CZ
441,Hans,Borchardt,M,1865-01-01,1917-01-01,Berlin,Munich,DE
442,Robert,Breyer,M,1866-01-01,1941-01-01,Stuttgart,Bensheim,DE
443,Theo von,Brockhusen,M,1882-01-01,1919-01-01,Olecko,Berlin,DE
444,Hermann,Bruck,M,1873-01-01,1951-01-01,"Hirschberg, Schlesien",Sydney,DE
445,Wilhelm,Claudius,M,1854-01-01,1942-01-01,Altona,Dresden,DE
446,Walter,Conz,M,1872-01-01,1947-01-01,Stuttgart,Überlingen,DE
447,Joseph,Damberger,M,1867-01-01,1951-01-01,Munich,Munich,DE
448,Ludwig,Dill,M,1848-01-01,1940-01-01,Gernsbach,Karlsruhe,DE
449,Andreas,Dirks,M,1866-01-01,1922-01-01,Tinnum,Dusseldorf,DE
450,Fritz,Erler,M,1868-01-01,1940-01-01,Frankenstein,Munich,DE
451,Erich,Erler,M,1870-01-01,1935-01-01,Frankenstein,Icking,DE
452,Julius,Exter,M,1863-01-01,1939-01-01,Ludwigshafen,Übersee,DE
453,Amandus,Faure,M,1874-01-01,1931-01-01,Hamburg,Stuttgart,DE
454,Konrad,Fehr,M,1854-01-01,1933-01-01,Toftlund,Berlin,DE
455,Adele von,Finck,F,1879-01-01,1943-01-01,Buenos Aires,Berlin,DE
456,Philipp,Franck,M,1860-01-01,1944-01-01,Frankfurt am Main,Berlin,DE
457,Otto,Friedrich,M,1862-01-01,1937-01-01,Győr,Vienna,HU
458,Ernst,Gabler,M,1872-01-01,1937-01-01,Eisenach,Berlin,DE
459,Carlos,Grethe,M,1864-01-01,1913-01-01,Montevideo,Nieuwpoort,DE
460,Rudolf,Gudden,M,1863-01-01,1935-01-01,Werneck,Munich,DE
461,Hugo von,Habermann,M,1849-01-01,1929-01-01,Dillingen an der Donau,Munich,DE
462,Theodor Joseph,Hagen,M,1842-01-01,1919-01-01,Düsseldorf,Weimar,DE
463,Karl,Haider,M,1846-01-01,1912-01-01,Munich,Schliersee,DE
464,Erich,Hancke,M,1871-01-01,1954-01-01,Breslau,Berlin,DE
465,Hugo Friedrich,Hartmann,M,1870-01-01,1960-01-01,Susz,Bardowick,DE
466,Robert von,Haug,M,1857-01-01,1922-01-01,Stuttgart,Stuttgart,DE
467,Hans von,Hayek,M,1869-01-01,1940-01-01,Vienna,Munich,AT
468,Thomas Theodor,Heine,M,1867-01-01,1948-01-01,Leipzig,Stockholm,DE
469,Hermine,Heller-Ostersetzer,F,1874-01-01,1909-01-01,Vienna,Grimmenstein,AT
470,Curt,Herrmann,M,1854-01-01,1929-01-01,Merseburg,Erlangen,DE
471,Fritz,Herzog,M,0000-01-01,0000-01-01,,,
472,Otto,Hettner,M,1875-01-01,1931-01-01,Dresden,Dresden,DE
473,Dora,Hitz,F,1856-01-01,1924-01-01,Altdorf bei Nürnberg,Berlin,DE
474,Robert,Hoffmann,M,1868-01-01,1935-01-01,Stuttgart,Urberg,DE
475,Heinrich,Hübner,M,1869-01-01,1945-01-01,Berlin,Dingelsdorf,DE
476,Theodor,Hummel,M,1864-01-01,1939-01-01,Schliersee,Munich,DE
477,Leopold,Kalckreuth,M,1855-01-01,1928-01-01,Dusseldorf,Seevetal,DE
478,Konrad von,Kardorff,M,1877-01-01,1945-01-01,Silesia,Berlin,DE
479,Albert von,Keller,M,1844-01-01,1920-01-01,Gais,Munich,DE
480,Philipp,Klein,M,1871-01-01,1907-01-01,Mannheim,Gundelsheim,DE
481,Von Diepold Leo,Klein,M,1865-01-01,1944-01-01,Dortmund,Berlin,DE
482,Paul,Klimsch,M,1868-01-01,1917-01-01,Frankfurt am Main,Frankfurt am Main,DE
483,Leo von,König,M,1871-01-01,1944-01-01,Brunswick,Tutzing,DE
484,Gotthardt,Kuehl,M,1850-01-01,1915-01-01,Lubeck,Dresden,DE
485,Max,Kurzweil,M,1867-01-01,1916-01-01,Moravia,Vienna,AT
486,Christian Adam,Landenberger,M,1862-01-01,1927-01-01,Ebingen,Stuttgart,DE
487,Walter,Leistikow,M,1865-01-01,1908-01-01,Bydgoszcz,Berlin,DE
488,Reinhold,Lepsius,M,1857-01-01,1922-01-01,Berlin,Berlin,DE
489,Sabine,Lepsius,F,1864-01-01,1942-01-01,Berlin,Bayreuth,DE
490,Adolfo,Levier,M,1873-01-01,1953-01-01,Trieste,Trieste,IT
491,Helmuth,Liesegang,M,1858-01-01,1945-01-01,Duisburg,Leipzig,DE
492,Heinrich Eduard,Linde-Walther,M,1868-01-01,1939-01-01,Lubeck,Travemünde,DE
493,Adolf,Luntz,M,1875-01-01,1924-01-01,Vienna,Karlsruhe,AT
494,Fritz,Mackensen,M,1866-01-01,1953-01-01,Greene,Bremen,DE
495,Bruno,Marquardt,M,1878-01-01,1916-01-01,Berlin,Verdun-sur-Meuse,DE
496,Carl,Moll,M,1861-01-01,1945-01-01,Vienna,Vienna,AT
497,Hermann,Münchhausen,M,1875-01-01,1947-01-01,Brzeg,Berlin,DE
498,Rudolf,Nissl,M,1870-01-01,1955-01-01,Fügen,Munich,DE
499,Ernst,Oppler,M,1867-01-01,1929-01-01,Hanover,Berlin,DE
500,Fritz,Overbeck,M,1869-01-01,1909-01-01,Bremen,Vegesack,DE
501,Richard,Pietzsch,M,1872-01-01,1960-01-01,Blasewitz,Munich,DE
502,Hermann,Pleuer,M,1863-01-01,1911-01-01,Schwäbisch Gmünd,Stuttgart,DE
503,Emil,Pottner,M,1872-01-01,1942-01-01,Salzburg,Minsk,DE
504,Heine,Rath,M,1873-01-01,1920-01-01,Berlin,Stuttgart,DE
505,Heinrich,Reifferscheid,M,1872-01-01,1945-01-01,Breslau,Niederdollendorf,DE
506,"Otto, the younger",Reiniger,M,1863-01-01,1909-01-01,Stuttgart,Korntal-Münchingen,DE
507,Fritz,Rhein,M,1873-01-01,1948-01-01,Stettin,Freckenhorst,DE
508,Robert Ludwig,Richter,M,1883-01-01,0000-01-01,,,DE
509,Rudolf,Riemerschmid,M,1873-01-01,1953-01-01,Munich,Munich,DE
510,Georg,Sauter,M,1866-01-01,1937-01-01,Markt Rettenbach,Brannenburg,DE
511,Alexander,Schmidt-Michelsen,M,1859-01-01,1908-01-01,Leipzig,Leipzig,DE
512,Maria,Slavona,F,1865-01-01,1931-01-01,Lubeck,Berlin,DE
513,Otto,Sohn-Rethel,M,1877-01-01,1949-01-01,Dusseldorf,Anacapri,DE
514,Eugen,Spiro,M,1874-01-01,1972-01-01,Breslau,New York,DE
515,Toni von,Stadler,M,1850-01-01,1917-01-01,Göllersdorf,Munich,AT
516,Robert Hermann,Sterl,M,1867-01-01,1932-01-01,Großdobritz,Naundorf (Struppen),DE
517,Ulrich,Hübner,M,1872-01-01,1932-01-01,Berlin,Neubabelsberg,DE
518,George,Mosson,M,1851-01-01,1933-01-01,Aix-en-Provence,Berlin,DE
519,Marie,Herbays,F,0000-01-01,0000-01-01,,,
520,Theresia Elisa van,Hall,F,1872-01-01,1931-01-01,Utrecht,Amsterdam,NL
521,André,Blandin,M,1878-01-01,1944-01-01,Paris,,FR
522,Pierre,Abattuci,M,1871-01-01,1942-01-01,Molenbeek-Saint-Jean,Ixelles,BE
523,Charles,Bonaugure,M,1880-01-01,1947-01-01,Mechelen,Mechelen,BE
524,Marnix d',Haveloose,M,1885-01-01,1973-01-01,Maldegem,Brussels,BE
525,H.,Daye,,0000-01-01,0000-01-01,,,
526,Anne-Pierre de,Kat,M,1881-01-01,1968-01-01,Delft,La Frette-sur-Seine,BE
527,René,De Man,M,0000-01-01,0000-01-01,,,BE
529,Léon,Billiet,M,1868-01-01,1949-01-01,,,BE
530,Theo,Blickx,M,1875-01-01,1963-01-01,Mechelen,Mechelen,BE
531,Nand,Buyle,M,1872-01-01,1950-01-01,Roubaix,Watermaal-Bosvoorde,BE
532,Edgar,Bytebier,M,1875-01-01,1940-01-01,Ghent,Dilbeek,BE
533,Félix,Constant,M,1865-01-01,1924-01-01,Brussels,Brussels,BE
534,Joseph,De Meyer,M,0000-01-01,0000-01-01,,,
536,Jules,Dubois,M,1864-01-01,1957-01-01,,,BE
537,Jean,Eyckelbosch,M,0000-01-01,0000-01-01,,,
538,Francois,Gailliard,M,1861-01-01,1932-01-01,Brussels,Saint-Gilles,BE
539,François Joseph Clement,Halkett,M,1856-01-01,1921-01-01,Brussels,Ixelles,BE
540,Adolphe,Keller,M,1880-01-01,1968-01-01,Brussels,Brussels,BE
541,Henri,Roidot,M,1877-01-01,1960-01-01,Anderlecht,Linkebeek,BE
542,Jules,Rullens,M,1858-01-01,1936-01-01,Ghent,Woluwe-Saint-Lambert,BE
543,H.,Schaepherders,,0000-01-01,0000-01-01,,,
544,Louis,Taverne,M,1859-01-01,1934-01-01,Brussels,Saint-Gilles,BE
546,Frans van,Damme,M,1858-01-01,1925-01-01,Hamme,Brussels,BE
547,Hubert van den,Bossche,M,1874-01-01,1957-01-01,Ninove,Linkebeek,BE
548,Pierre,Weyel,M,0000-01-01,0000-01-01,,,
549,Clément de,Porre,M,1874-01-01,1947-01-01,Ghent,Ledeberg (Ghent),BE
550,Léon de,Smet,M,1881-01-01,1966-01-01,Ghent,Deurle,BE
551,Louis,Dumont,M,0000-01-01,0000-01-01,,,
552,Jehan,Frison,M,1882-01-01,1961-01-01,Brussels,Linkebeek,BE
553,Richard,Heintz,M,1871-01-01,1929-01-01,Vottem,Syria,BE
554,Marcel,Jefferys,M,1872-01-01,1924-01-01,Milan,Ixelles,BE
555,William,Jelley,M,1856-01-01,1932-01-01,Brussels,Anderlecht,BE
556,Aloys,Hugonnet,M,1879-01-01,1938-01-01,Morges,Lausanne,CH
557,Pierre,Kerfyser,M,0000-01-01,0000-01-01,,,
558,Henri Louis Philippe,Le Roux,M,1872-01-01,1942-01-01,Châtelet,Brussels,BE
559,Fernand,Lantoine,M,1876-01-01,1955-01-01,Maretz,Brussels,FR
560,Raoul,Martinez,M,1876-01-01,1973-01-01,Cuba,Neuilly-sur-Seine,NL
561,Auguste,Oleffe,M,1867-01-01,1931-01-01,Brussels,Brussels,BE
562,A.,Paterson,,0000-01-01,0000-01-01,,,
563,Louis Albert,Roessingh,M,1873-01-01,1951-01-01,Assen,Antwerp,NL
564,Pierre,Paulus,M,1881-01-01,1959-01-01,Châtelet,Saint-Gilles,BE
565,Emile,Rommelaere,M,1873-01-01,1961-01-01,Bruges,Westkapelle,BE
566,Charles,Theunissen,M,1871-01-01,1948-01-01,As,Watermaal-Bosvoorde,BE
567,"Alphonse van, Jr.",Beurden,M,1878-01-01,1962-01-01,Antwerp,Antwerp,BE
568,Eugène Van,Mierlo,M,1880-01-01,1972-01-01,Turnhout,,
569,Marten Van Der,Loo,M,1880-01-01,1920-01-01,Mortsel,Antwerp,BE
570,Constant van,Offel,M,1885-01-01,1924-01-01,Antwerp,Brussels,BE
571,Tony van,Os,M,1886-01-01,1945-01-01,Antwerp,Temse,BE
572,Henry,Wauters,M,0000-01-01,0000-01-01,,,
573,Emile,Welvaert,,0000-01-01,0000-01-01,,,
574,Wilhelm,Altheim,M,1871-01-01,1914-01-01,Groß-Gerau,Frankfurt am Main,DE
575,Maximilien,Luce,M,1858-01-01,1941-01-01,Paris,Paris,FR
576,Eva,Stort,F,1855-01-01,1936-01-01,Berlin,Berlin,DE
577,Carl,Strathmann,M,1866-01-01,1939-01-01,Dusseldorf,Munich,DE
578,Max Arthur,Stremel,M,1859-01-01,1928-01-01,Zittau,Ulm,DE
579,Hans,Thoma,M,1839-01-01,1924-01-01,Bernau im Schwarzwald,Karlsruhe,DE
580,Charles,Tooby,M,1863-01-01,1913-01-01,London,London,GB
581,Wilhelm,Trübner,M,1851-01-01,1917-01-01,Heidelberg,Karlsruhe,DE
582,Alice,Trübner,F,1875-01-01,1916-01-01,Bradford,Berlin,DE
583,Kurt,Tuch,M,1877-01-01,1963-01-01,Leipzig,Muri,DE
584,Hans Richard von,Volkmann,M,1860-01-01,1927-01-01,Halle,Halle,DE
585,Karl,Walser,M,1877-01-01,1943-01-01,Teufen,Zurich,CH
586,Emil Rudolf,Weiss,M,1875-01-01,1942-01-01,Lahr,Meersburg,DE
587,Hans Beatus,Wieland,M,1867-01-01,1945-01-01,Gallusberg bei Mörschwil,Kriens,CH
588,Heinrich von,Zügel,M,1850-01-01,1941-01-01,Murrhardt,Munich,DE
589,Benno,Becker,M,1860-01-01,1938-01-01,Memel,Munich,DE
590,Franz,Christophe,M,1875-01-01,1946-01-01,Vienna,Berlin,DE
591,Gerhard,Janssen,M,1863-01-01,1931-01-01,Kalkar,Dusseldorf,DE
592,Julius,Klinger,M,1876-01-01,1942-01-01,Vienna,Minsk,AT
593,Waldemar,Rösler,M,1882-01-01,1916-01-01,Striesen,Orzysz,DE
594,Ernst,Stern,M,1876-01-01,1954-01-01,Bucharest,London,DE
595,Heinrich,Zille,M,1858-01-01,1929-01-01,Radeburg,Berlin,DE
598,V. V.,Shavrin,M,0000-01-01,0000-01-01,,,RU
599,Leopold,Forstner,M,1878-01-01,1936-01-01,Bad Leonfelden,Stockerau,AT
600,Józef,Mehoffer,M,1869-01-01,1946-01-01,Ropczyce,Wadowice,PL
601,Ferdinand,Andri,M,1871-01-01,1956-01-01,Waidhofen an der Ybbs,Vienna,AT
602,Karl,Müller,M,1862-01-01,1938-01-01,Vienna,Vienna,AT
603,Rudolf,Jettmar,M,1869-01-01,1939-01-01,Tarnów,Vienna,AT
604,Maximilian,Lenz,M,1860-01-01,1948-01-01,Vienna,Vienna,AT
605,Josef,Engelhart,M,1864-01-01,1941-01-01,Vienna,Vienna,AT
606,Friedrich,König,M,1857-01-01,1941-01-01,Vienna,Vienna,AT
607,Carlos,Schwabe,M,1866-01-01,1926-01-01,Altona,"Avon, Seine-et-Marne",CH
609,Julie,Baum,F,1862-01-01,1912-01-01,Elberfeld,Berlin,DE
610,Wilhelm,Gimmi,M,1886-01-01,1965-01-01,Zurich,Chexbres,CH
611,Egon,Adler,M,1892-01-01,1963-01-01,Karlovy Vary,New York,
613,Vladimir Georgievich,Bekhteev,M,1878-01-01,1971-01-01,Moscow,Moscow,RU
614,Hanns,Bolz,M,1885-01-01,1918-01-01,Aachen,Munich,DE
615,Heinrich,Ehmsen,M,1886-01-01,1964-01-01,Kiel,Berlin,DE
616,Elisabeth I.,Epstein,F,1879-01-01,1956-01-01,Zhitomir,Geneva,RU
617,Ugo,Giannattasio,M,1888-01-01,1958-01-01,Rome,Turin,IT
618,Franz,Henseler,M,1883-01-01,1918-01-01,Rosenheim,Haar,DE
619,Josef,Kölschbach,M,1892-01-01,1947-01-01,Cologne,Rhöndorf,DE
620,Adriaan Johan,Korteweg,M,1890-01-01,1917-01-01,Wormerveer,Madras,
621,Nikolay,Kulbin,M,1868-01-01,1917-01-01,Helsingfors,Saint Petersburg,RU
622,Alfred,Loeb,M,1885-01-01,1945-01-01,Vienna,,AT
623,Corrado Alberto,Mazzei,M,1884-01-01,0000-01-01,,,
624,Carl,Mense,M,1886-01-01,1965-01-01,Rheine,Königswinter,DE
626,Adriana Catharina van,Rees-Dutilh,F,1876-01-01,1959-01-01,Rotterdam,Utrecht,NL
627,Paul Adolf,Seehaus,M,1891-01-01,1919-01-01,Bonn,Hamburg,DE
628,Richard,Seewald,M,1889-01-01,1976-01-01,Choszczno,Munich,DE
629,Jacques Ernst,Sonderegger,M,1882-01-01,1956-01-01,Thusis,Bern,CH
630,Amadeo,Cardoso,M,1887-01-01,1918-01-01,Amarante,Espinho,PT
631,Curt,Störmer,M,1891-01-01,1976-01-01,Hagen,Lubeck,DE
632,Stanisław,Stückgold,M,1868-01-01,1933-01-01,Warsaw,Paris,PL
633,Charles de,Tholey,M,0000-01-01,0000-01-01,,,
634,Hans,Thuar,M,1887-01-01,1945-01-01,Lübben,Bad Langensalza,DE
635,Pawel,Kowalenko,M,0000-01-01,0000-01-01,,,
636,Gordon,McCouch,M,1885-01-01,1956-01-01,Philadelphia,Locarno,US
637,Conrad,Kikkert,M,1882-01-01,1965-01-01,"Hague, The",Paris,NL
638,,Beuroner Kunstschule,,0000-01-01,0000-01-01,,,
639,Charles Robert,Ashbee,M,1863-01-01,1942-01-01,Isleworth,Sevenoaks,GB
640,Maximilian,Liebenwein,M,1869-01-01,1926-01-01,Berlin,Berlin,DE
641,Marianne,Stokes,F,1855-01-01,1927-01-01,Graz,London,GB
642,Albert,Besnard,M,1849-01-01,1934-01-01,Paris,Paris,FR
643,Ernst,Stöhr,M,1865-01-01,1917-01-01,Sankt Pölten,Sankt Pölten,AT
644,Jef,Leempoels,M,1867-01-01,1935-01-01,Brussels,Ixelles,BE
645,Johann Victor,Krämer,M,1861-01-01,1949-01-01,Adamov (Blansko District),Vienna,AT
646,Eduard von,Gebhardt,M,1838-01-01,1925-01-01,Järva-Jaani,Düsseldorf,DE
647,Hans,Tichy,M,1861-01-01,1925-01-01,Brno,Vienna,AT
648,Josef Edgar,Kleinert,M,1859-01-01,1949-01-01,Vienna,Vienna,AT
649,Richard,Harlfinger,M,1873-01-01,1948-01-01,Milan,Vienna,AT
650,Léon,Frédéric,M,1856-01-01,1940-01-01,Brussels,Schaerbeek,BE
651,Martin,Feuerstein,M,1856-01-01,1931-01-01,Barr,Munich,FR
652,Hugo,Huber,M,1852-01-01,1913-01-01,Durbach,Munich,DE
653,Josef,Huber-Feldkirch,M,1858-01-01,1932-01-01,Feldkirch,Neuburg am Inn,AT
654,Anton,Bachmann,M,1871-01-01,0000-01-01,Aschaffenburg,,DE
655,Valentin,Kraus,M,1873-01-01,1941-01-01,Mühlhausen (Estenfeld),Würzburg,DE
656,Alfons,Siber,M,1860-01-01,1919-01-01,Schwaz,Hall in Tirol,AT
657,Wilhelm,Köppen,M,1876-01-01,1917-01-01,Munich,Stuttgart,DE
659,Leo,Samberger,M,1861-01-01,1949-01-01,Ingolstadt,Munich,DE
660,Matthäus,Schiestl,M,1869-01-01,1939-01-01,Gnigl,Munich,DE
661,Waldemar,Kolmsperger,M,1881-01-01,1954-01-01,Munich,Munich,DE
662,Justus,Wagmiller,M,0000-01-01,0000-01-01,,,
663,Theodor,Rauecker,M,1854-01-01,1940-01-01,Munich,Munich,DE
664,Balthasar,Schmidt,M,1858-01-01,1942-01-01,Aschach,Munich,DE
665,Josef,Guntermann,M,1856-01-01,1932-01-01,Assinghausen,Munich,DE
666,Gebhard,Fugel,M,1863-01-01,1939-01-01,Ravensburg,Munich,DE
667,Anton,Pruska,M,1846-01-01,1930-01-01,Goldbrunn,Munich,DE
668,Richard,Berndl,M,1875-01-01,1955-01-01,Munich,Munich,DE
669,Eduard,Zimmermann,M,1872-01-01,1949-01-01,Stans,Zollikon,CH
670,Ludwig,Glötzle,M,1847-01-01,1929-01-01,Immenstadt,Munich,DE
671,Max,Heilmaier,M,1869-01-01,1923-01-01,Isen,Munich,DE
672,Theodor,Winter,M,1872-01-01,0000-01-01,,,
673,August,Pacher,M,1863-01-01,1926-01-01,Munich,Munich,DE
674,Kaspar,Schleibner,M,1863-01-01,1931-01-01,Hallstadt,Munich,DE
675,Carl,Marr,M,1858-01-01,1936-01-01,Milwaukee,Munich,US
676,Josef,Flossmann,M,1862-01-01,1914-01-01,Munich,Munich,DE
677,Maximilian,Dasio,M,1865-01-01,1954-01-01,Munich,Oberammergau,DE
678,Georg,Busch,M,1862-01-01,1943-01-01,Hanau,Munich,DE
679,Heinrich,Waderé,M,1865-01-01,1950-01-01,Colmar,Munich,DE
680,Carl,Ederer,M,1875-01-01,1951-01-01,Vienna,Dusseldorf,AT
681,Georg Nicolai,Achen,M,1860-01-01,1912-01-01,Frederikssund,Fredericksberg,DK
682,Otto,Bauriedl,M,1879-01-01,1961-01-01,Munich,Munich,DE
683,Carl Johann,Becker-Gundahl,M,1856-01-01,1925-01-01,Ballweiler,Munich,DE
684,Jacques-Emile,Blanche,M,1861-01-01,1942-01-01,Auteuil,Paris,FR
685,Felix,Bürgers,M,1870-01-01,1934-01-01,Cologne,Dachau,DK
686,Fritz,Burger,M,1867-01-01,1927-01-01,Munich,Lindau,DE
687,George,Clausen,M,1852-01-01,1944-01-01,London,Newbury,GB
688,Charles,Cottet,M,1863-01-01,1925-01-01,Le Puy,Paris,FR
689,Paul Eduard,Crodel,M,1862-01-01,1928-01-01,Cottbus,Dietramszell,DE
690,Eugene,Dekkert,M,1865-01-01,1956-01-01,Stettin,Garmisch-Partenkirchen,DE
691,Ludwig,Dettmann,M,1865-01-01,1944-01-01,Adelby,Berlin,DE
692,Julius,Diez,M,1870-01-01,1954-01-01,Nuremberg,Munich,DE
693,Hermann,Eichfeld,M,1845-01-01,1917-01-01,Karlsruhe,Mannheim,DE
694,Theodor,Esser,M,1868-01-01,1937-01-01,Bonn,Karlsruhe,DE
695,Max,Esterle,M,1870-01-01,1947-01-01,Cortina d'Ampezzo,Bezau,DE
696,Otto,Fischer,M,1870-01-01,1947-01-01,Leipzig,Dresden,DE
697,August,Fricke,M,1875-01-01,1948-01-01,Wattenscheid,Bremen,DE
698,Antonio de la,Gandara,M,1861-01-01,1917-01-01,Paris,Paris,FR
699,Walter,Georgi,M,1871-01-01,1924-01-01,Leipzig,Utting,DE
700,Gerassim Semenovich,Golovkov,M,1863-01-01,1909-01-01,Odessa,Berlin,RU
701,Oscar,Graf,M,1873-01-01,1958-01-01,Freiburg im Breisgau,Bad Boll,DE
702,Hermann,Groeber,M,1865-01-01,1935-01-01,"Wartenberg, Bavaria",Munich,DE
703,Oda,Hardt,F,1880-01-01,1965-01-01,Ostróda,Berlin,DE
704,Thomas Alexander,Harrison,M,1853-01-01,1930-01-01,Philadelphia,Paris,US
705,Emanuel,Hegenbarth,M,1868-01-01,1923-01-01,Česká Kamenice,Dresden,DE
706,Adolf,Hengeler,M,1863-01-01,1927-01-01,Kempten,Munich,DE
707,Paul,Höcker,M,1854-01-01,1910-01-01,Długopole Górne,Munich,DE
708,Gerard,Jacobs,M,1865-01-01,1958-01-01,Antwerp,Flushing,BE
709,Angelo,Jank,M,1868-01-01,1940-01-01,Munich,Munich,DE
710,Julius Paul,Junghanns,M,1876-01-01,1958-01-01,Vienna,Dusseldorf,DE
711,Richard,Kaiser,M,1868-01-01,1941-01-01,Magdeburg,Munich,DE
